Packet Number,Deed Number,Deed Name,Deed Type,Case Ref,Transaction Date,Consideration Â£
SH00039,0010,BLUESTONE FARM LOWLANDS COCKFIELD BISHOP AUCKLAND COUNTY DURHAM,Disposal,,31-Oct-16,582000
SH00057,0053,"MILL HOUSE FARM, SEDGEFIELD ESTATE, FISHBURN  ",Disposal,,01-Nov-16,710000
D000914,0002,COXHOE OPEN SPACE CORONATION TERRACE,Disposal,,14-Nov-16,4000
ED01461,0008,SHOTTON COLLIERY COMMUNITY CENTRE,Disposal,,18-Nov-16,1
D800252,0021,x,Disposal,,22-Nov-16,33870.6
D801320,0004,"LAND AT RIDDELL COURT, CHESTER LE STREET ",Disposal,,30-Nov-16,0
D800100,0002,"LAND AT THE GREEN, NETTLESWORTH",Disposal,,05-Dec-16,5000
D800997,0003,OUSTON URPETH GRANGE OPEN SPACE 01,Disposal,,12-Dec-16,7900
D401463,0003,PETERLEE YODEN WAY OPEN SPACE,Disposal,,13-Dec-16,550000
HB02259,0003,"LAND ADJACENT TO MANOR HOUSE, BISHOP MIDDLEHAM ",Disposal,,21-Dec-16,7500
D800252,0002,"GARAGES AT 15, 23, 26, AND 27 GAIRLOCH DRIVE, PERKINSVILLE, CHESTER LE STREET. ",Disposal,,16-Jan-17,1
D400006,0002,SEAHAM ADJ 28 NORTH TERRACE OPEN SPACE,Disposal,,01-Feb-17,350000
HB03400,0003,"LAND AT RENNYS LANE, DURHAM",Disposal,,01-Feb-17,50000
D401800,0002,EASINGTON ROSEMARY LANE OPEN SPACE,Disposal,,02-Feb-17,4500
D201780,0002,TANFIELD LEA INDUSTRIAL ESTATE LAND,Disposal,DIS00215,06-Feb-17,33333
SH00057,0054,FISHBURN SYCAMORE ROAD GARDEN LAND,Disposal,,07-Feb-17,16445
D700036,0004,"Land adjacent to The Mason's Arms, Etherley Dene, Bishop Auckland",Disposal,,09-Feb-17,8600
D202752,0002,CRAGHEAD PROVIDENT TERRACE OPEN SPACE,Disposal,,15-Feb-17,7686
D503180,0002,SEDGEFIELD EAST PARADE OPEN SPACE,Disposal,,16-Feb-17,1
D502307,0003,"LAND AT COMPOUND 2, MERRINGTON LANE, SPENNYMOOR",Disposal,,23-Feb-17,8000
D201793,0002,CRAGHEAD OAK TERRACE OPEN SPACE,Disposal,,03-Mar-17,5522
PL00042,0047,LAND ADJACENT TO 19 TEMPERANCE TERRACE BILLY ROW CROOK,Disposal,,17-Mar-17,1
ED01070,0004,"CROOKHALL FORMER SCHOOL SITE, CONSETT",Disposal,,06-Apr-17,20000
D301985,0002,"FORMER ELVET SWIMMING BATHS, DURHAM CITY",Disposal,,11-Apr-17,1100000
ED00768,0014,FORMER ESH WINNING PRIMARY SCHOOL,Disposal,,12-Apr-17,250000
HB00202,0002,"LAND BEING THE FORMER PUBLIC CONVENIENCES ADJACENT TO 1 WEST TERRACE, AYCLIFFE VILLAGE",Disposal,,19-Apr-17,2000
ED01526,0007,DARLINGTON SPRINGFIELD FORMER COUNTY SCHOOL,Disposal,,20-Apr-17,1
D302335,0002,LAND FRONT STREET SHERBURN HILL DURHAM,Disposal,,26-Apr-17,0
D600089,0003,BARNARD CASTLE NORTH QUEEN ST POTENTIAL CAR PARK,Disposal,,09-May-17,125000
D401221,0012,SEAHAM 14 NEASHAM ROAD,Disposal,,17-May-17,850
D200694,0003,WEST KYO HARPERLEY ROAD ALLOTMENTS,Disposal,,19-May-17,11000
D402677,0023,"19 BURNHALL DRIVE, SEAHAM (FREEHOLD REVERSION)",Disposal,,23-May-17,1883
D800997,0005,OUSTON URPETH GRANGE OPEN SPACE 01 ,Disposal,,25-May-17,8684
HB05770,0002,SPENNYMOOR GREEN LANE OPEN SPACE/FORMER HIGHWAY,Disposal,,26-May-17,42500
PL00447,0049,375.63 SQ.M LAND AT BROCKWELL COURT LOW WILLINGTON INDUSTRIAL ESTATE WILLINGTON CROOK COUNTY DURHAM ,Disposal,,31-May-17,5100
D200077,0003,CONSETT PROMENADE/WEST MEDOMSLEY ROAD OPEN SPACE,Disposal,,06-Jun-17,250
D500443,0016,CHILTON INDUSTRIAL ESTATE COMPOUND 9,Disposal,,12-Jun-17,12700
D700134,0002,SPRINGFIELD ALLOTMENTS,Disposal,,12-Jun-17,0
D700204,0002,ROSEDALE AND VICTORIA ALLOTMENTS,Disposal,,12-Jun-17,0
D700580,0002,PARK TOP ALLOTMENTS  ,Disposal,,12-Jun-17,0
D700692,0002,OAKENSHAW ALLOTMENTS,Disposal,,12-Jun-17,0
SS00310,0002,9 DERWENT AVENUE WEST AUCKLAND ,Disposal,,12-Jun-17,102000
SS00190,0005,PETERLEE SITE OF FORMER SHINWELL CENTRE,Disposal,,13-Jun-17,320800
D202529,0010,CROOKHALL ADJOINING EAST STREET GRAZING,Disposal,,16-Jun-17,10500
D800335,0002,"LAND ADJACENT TO 25 CHARLAW CLOSE, SACRISTON",Disposal,,23-Jun-17,1652.21
LM00100,0003,FORMER CROOK MOBILE LIBRARY GARAGE,Disposal,,23-Jun-17,18150
SH00049,0055,"LAND AT FRONT STREET, HUTTON HENRY",Disposal,,28-Jun-17,750
D200257,0002,"LAND AT WOOD STREET, SHOTLEY BRIDGE",Disposal,,05-Jul-17,7000
D502624,0002,LAND ADJACENT TO 138 BROCKETT CLOSE NEWTON AYCLIFFE,Disposal,,07-Jul-17,0
D700062,0002,COUNDON GRANGE RANDOLPH STREET ALLOTMENTS,Disposal,,12-Jul-17,0
D700349,0002,"CLOSE HOUSE ALLOTMENTS, GURNEY VALLEY",Disposal,,12-Jul-17,0
D700799,0002,"CORONATION ALLOTMENTS, BISHOP AUCKLAND",Disposal,,12-Jul-17,0
D502635,0002,"LAND AT 44 JACKSON STREET, SPENNYMOOR",Disposal,DIS00291,17-Jul-17,3450
D800960,0004,"84.48M2 OR THEREABOUTS OF LAND ADJACENT 14 CANTERBURY CLOSE, GREAT LUMLEY",Disposal,,21-Jul-17,6900
ED00444,0008,"FORMER COMMUNITY CENTRE, JUBILEE STREET, TORONTO, BISHOP AUCKLAND",Disposal,,03-Aug-17,70000
D001318,0002,THE FORMER STANLEY BUS STATION AND LAND AT FRONT STREET STANLEY,Disposal,,04-Aug-17,1195700
D403539,0005,"LAND ADJACENT TO LOW GRANGE FARM, WINGATE",Disposal,,08-Aug-17,15000
D200073,0002,"LAND AT THE FORMER GARAGE SITE CHAYTOR ROAD, BRIDGEHILL, CONSETT",Disposal,,09-Aug-17,8550
D201734,0002,LAND ADJACENT TO 78 ACTON DENE STANLEY,Disposal,,17-Aug-17,1
D700256,0002,LAND ADJACENT TO 1 GOODS STATION COTTAGES,Disposal,,18-Aug-17,3850
D200858,0002,"LAND ADJACENT TO 15 LUMLEY GARDENS, BURNOPFIELD",Disposal,,29-Aug-17,5850
ED01244,0013,"FORMER DURHAM JOHNSTON SCHOOL, WHINNEY HILL, DURHAM",Disposal,,30-Aug-17,4115000
ED00183,0006,LANGLEY PARK (FORMER WOOD VIEW) COMMUNITY CENTRE,Disposal,,04-Sep-17,74000
ED00983,0003,"LAND AT FORMER OUSTON INFANT SCHOOL SITE CROMARTY, OUSTON CHESTER-LE STREET",Disposal,,26-Sep-17,455770.78
D200397,0007,"LAND AT WATLING WOODLAND, LEADGATE",Disposal,,28-Sep-17,31000
D600037,0004,MINI GOLF AND PLAY AREA SCAR TOP BARNARD CASTLE ,Disposal,,11-Oct-17,650
D202534,0003,TANFIELD THE BUNGALOWS BOVIS EST OPEN SPACE,Disposal,,13-Oct-17,11000
PL00215,0045,"LAND ADJACENT TO GREENLAND MEWS, PELTON FELL",Disposal,,19-Oct-17,10000
D001375,0006,"LAND AT THINFORD, SPENNYMOOR, COUNTY DURHAM",Disposal,,20-Oct-17,25000
D202388,0072,Land at Consett County Durham (Duchy Close estate),Disposal,,26-Oct-17,0
SS00144,0005,SPENNYMOOR SITE OF FORMER MOUNT PLEASANT GRANGE,Disposal,,27-Oct-17,185000
ED00685,0018,LAND AT NEW DRIVE PLAYING FIELD SEAHAM,Disposal,,02-Nov-17,16000
D201785,0066,ACCESS ROAD HOBSON INDUSTRIAL ESTATE,Disposal,,03-Nov-17,5000
D202673,0003,x,Disposal,,03-Nov-17,3000
HB07435,0003,WEST AUCKLAND TO BARNARD CASTLE FORMER RAILWAY; LAND AT 1 CROSSING COTTAGES MARWOOD BARNARD CASTLE,Disposal,,03-Nov-17,2400
ED00857,0011,PHASE 1 SEAHAM PARKWAY - SITE OF FORMER PARKSIDE INFANT SCHOOL,Disposal,,10-Nov-17,170540
SS00134,0003,"1 KENSINGTON, BISHOP AUCKLAND",Disposal,,10-Nov-17,110000
D501028,0002,"LAND ADJ 2 WEST COTTAGES, SCHOOL AYCLIFFE",Disposal,,13-Nov-17,1020
D301425,0003,"LAND AT 16 GORT PLACE, GILESGATE",Disposal,,21-Nov-17,1557
D001057,0002,LAND AT HILL HOUSE FARM COATHAM MUNDEVILLE DARLINGTON COUNTY DURHAM,Disposal,,24-Nov-17,0
D403539,0007,"LAND ADJACENT TO STRATFORD HOUSE, WINGATE",Disposal,,13-Dec-17,8000
PL00313,0008,STAINTON BARFORD CAMP RECLAMATION SITE (PLOT 2),Disposal,,15-Dec-17,60000
ED00098,0017,"LAND ADJACENT TO 4 CHURCH STREET, WINGATE",Disposal,,19-Dec-17,8000
PL00056,0037,"LAND AT WHITWORTH PARK COLLIERY RECLAMATION SITE, SPENNYMOOR  (PART OF  SPENNYMOOR TO BISHOP AUCKLAND AUCKLAND RAILWAY)",Disposal,,20-Dec-17,50000
LM00079,0004,"PETERLEE LIBRARY, BURNHOPE WAY, PETERLEE",Disposal,,05-Jan-18,846000
D500444,0017,"LAND ADJACENT TO TUDOR GARAGE, TUDHOE COLLIERY INDUSTRIAL ESTATE",Disposal,,16-Jan-18,5500
D700725,0002,COLLIER HOUSE COMMUNITY CENTRE,Disposal,,02-Feb-18,61000
ED01111,0026,THE CUBBY,Disposal,,02-Feb-18,270000
D303557,0002,"LAND AT KIRKFIELDS, SHERBURN HILL, DURHAM",Disposal,,13-Feb-18,0
D600066,0002,"LAND AT WEST VIEW, GAINFORD",Disposal,,16-Feb-18,2635
ED00746,0009,LAND AT ST CUTHBERTS DRIVE SACRISTON,Disposal,,07-Mar-18,90000
D201611,0002,D.V.R.L LAND AT PLUNKETT ROAD DIPTON DURHAM,Disposal,,09-Mar-18,54942
D801063,0005,"LAND AT SUMMERFIELD, WEST PELTON",Disposal,,16-Mar-18,2500
ED00867,0024,DVRL LAND AT MANOR WAY PETERLEE,Disposal,,16-Mar-18,50197
SS00212,0008,"ESSINGTON HOUSE, ESSINGTON WAY, PETERLEE",Disposal,,19-Mar-18,104250
D000601,0053,"LAND AT DENE TERRACE, CHILTON",Disposal,,22-Mar-18,1
D403202,0003,STATION TOWN LAND ADJ TO FORMER COMMUNITY CENTRE,Disposal,,22-Mar-18,5000
D800335,0003,SACRISTON LINGEY HOUSE OPEN SPACE,Disposal,,27-Mar-18,15750
PL00491,0143,LAND AND BARN AT LIZARDS FARM SEDGEFIELD STCOKTON-ON-TEES COUNTY DURHAM,Disposal,,29-Mar-18,25000
D600041,0004,"LAND AT MONTALBO ROAD (NORTH OF BOUCH WAY), BARNARD CASTLE",Disposal,,10-Apr-18,500
D201719,0012,LAND ADJOINING 48 HARELAW GARDENS HARELAW STANLEY COUNTY DURHAM,Disposal,,18-Apr-18,12600
D201734,0004,"LAND ADJACENT TO 63 ACTON DENE, EAST STANLEY, ",Disposal,,24-Apr-18,2700
D401536,0002,"EDENHILL COMMUNITY CENTRE, PETERLEE",Disposal,,02-May-18,115000
D200672,0003,"LAND ADJACENT 41 NEWBURN ROAD, SHIELD ROW",Disposal,,07-Jun-18,3200
ED00049,0011,"FORMER FIELD STUDIES CENTRE, MIDDLETON IN TEESDALE",Disposal,,21-Jun-18,271750
D304408,0002,"LAND ADJACENT 9, BRIDGE END, COXHOE",Disposal,,10-Jul-18,12500
SH00035,0027,LAND AT CHILTON EAST HOUSE FARM,Disposal,,18-Jul-18,38000
D801336,0002,"FORMER CIVIC CENTRE, CHESTER LE STREET",Disposal,,24-Jul-18,254951
ED01063,0014,LAND AT MIDDLETON IN TEESDALE PRIMARY SCHOOL,Disposal,,06-Aug-18,2000
D401221,0030,"5 Neasham Road, Seaham",Disposal,,09-Aug-18,3900
SS00079,0008,"RESIDENTIAL HOME, NEWTOWN HOUSE STANHOPE BISHOP AUCKLAND DL13 2PG ",Disposal,,10-Aug-18,230000
D200122,0007,"LAND ADJ 65 DUNELM ROAD, MOORSIDE, CONSETT",Disposal,,30-Aug-18,5972
PL00161,0090,"LAND AT WEST CORNFORTH, DURHAM ",Disposal,,03-Sep-18,1
D801063,0006,"LAND ADJACENT TO 3 EDENFIELD, WEST PELTON",Disposal,,05-Sep-18,1500
HB07360,0009,LAND ADJACENT TO 24 DURHAM CHARE BISHOP AUCKLAND ,Disposal,,10-Sep-18,5428
ED00857,0020,LAND AT HEATHWAY SEAHAM DURHAM (PHASE 2) ,Disposal,,12-Sep-18,174406
D500041,0003,"LAND AT HACKWORTH CLOSE, FERRYHILL, COUNTY DURHAM",Disposal,,17-Sep-18,5500
D401566,0002,LAND ADJACENT TO UNIT 20 BESSEMER ROAD SOUTH HETTON INDUSTRIAL ESTATE,Disposal,,24-Oct-18,5000
D200776,0003,"LAND ADJACENT 1 PIKESYDE, DIPTON",Disposal,,30-Oct-18,4350
D000889,0009,PROPERTIES IN QUEEN STREET CROOK,Disposal,,31-Oct-18,1210000
D401221,0013,"43 BURNHALL DRIVE, NORTHLEA, SEAHAM, CO DURHAM",Disposal,,09-Nov-18,5500
FI00078,0143,"LAND AT 19 HIGH CARR CLOSE, FRAMWELLGATE MOOR",Disposal,,14-Nov-18,5350
SS00011,0018,"FORMER SOCIAL SERVICES OFFICES CLAIRE HOUSE, BARNARD CASTLE",Disposal,,14-Nov-18,285000
D801329,0006,"LAND AT GIBSIDE, CHESTER LE STREET",Disposal,,22-Nov-18,1
D001677,0001,"57.13MÂ² OR THEREABOUTS OF LAND AT MILBURNGATE, FRAMWELLGATE, WATERSIDE, DURHAM",Disposal,,23-Nov-18,2500
D301442,0003,"LAND AT MILBURNGATE, FRAMWELLGATE, DURHAM",Disposal,,23-Nov-18,0
D201722,0029,"LAND ADJACENT 35 MOWLAM DRIVE, EAST STANLEY",Disposal,,28-Nov-18,5000
D301292,0002,247.109MÂ² LAND ADJACENT FORMER SUB-STATION DARLINGTON ROAD MERRYOAKS,Disposal,,13-Dec-18,20500
D503004,0002,"GARDEN PLOT REAR OF ROSS TERRACE, FERRYHILL",Disposal,,14-Dec-18,0
PL00523,0031,LAND ADJACENT 10 ASHFIELD NEWTON AYCLIFFE,Disposal,,14-Dec-18,0
D200814,0004,"LAND ADJACENT 7 ENGELS TERRACE, SOUTH STANLEY",Disposal,,17-Dec-18,2700
D304806,0004,"LAND ADJACENT TO 7 CORNWALL WALK, BELMONT",Disposal,,17-Dec-18,2300
D302644,0003,"100MÂ² OR THEREABOUTS OF LAND ADJACENT 1 ROSE COTTAGE, WEST RAINTON",Disposal,,19-Dec-18,8000
D200292,0004,2.376 ACRES OR THEREABOUTS OF LAND KNOWN AS THE FORMER CONSETT SWIMMING BATHS,Disposal,,10-Jan-19,447500
D200660,0002,"LAND ADJACENT 6 HILLTOP, EAST STANLEY STANLEY COUNTY DURHAM",Disposal,,22-Jan-19,6900
PL00401,0038,LAND AT WEBBER PAVILLION & UNIT A3 HALL DENE WAY SEAHAM GRANGE INDUSTRIAL ESTATE SEAHAM COUNTY DURHAM,Disposal,,23-Jan-19,10000
ED00561,0019,"LAND AT OAKERSIDE, PETERLEE",Disposal,,29-Jan-19,504533.74
D302704,0004,"179MÂ² OR THEREABOUTS OF LAND ADJACENT 34 THE CRESCENT, WEST RAINTON",Disposal,,28-Feb-19,10750
D302704,0005,"77MÂ² OR THEREABOUTS OF LAND ADJACENT ADVENTURE HOUSE, ADVENTURE LANE, WEST RAINTON ",Disposal,,28-Feb-19,5000
D401823,0006,"LAND ON THE EAST SIDE OF PATTON WALK, WHEATLEY HILL, DURHAM",Disposal,,06-Mar-19,3000
ED00047,0014,LAND ADJOINING PLOT 14 MIDDLESTONE MOOR DURHAM,Disposal,,07-Mar-19,0
D500768,0003,LAND AT MEADOWFIELD AVENUE SPENNYMOOR,Disposal,,08-Mar-19,1
D401822,0006,"44 AMBLESIDE AVENUE, SEAHAM SR7 0HU",Disposal,,21-Mar-19,4155
D200688,0003,"543.084 SQ. M. OR THEREABOUTS OF LAND AT HOBSON INDUSTRIAL ESTATE, BURNOPFIELD",Disposal,,16-Apr-19,9500
D402655,0002,"51 AMBLESIDE AVENUE, SEAHAM",Disposal,,18-Apr-19,3400
D401221,0014,"44 NEASHAM ROAD, NORTHLEA, SEAHAM ",Disposal,,25-Apr-19,4100
D800252,0004,"37MÂ² OR THEREABOUTS OF LAND ADJACENT 15 COURTNEY DRIVE, PERKINSVILLE ",Disposal,,30-Apr-19,3000
D700747,0003,"LAND AT 14 BLAGDEN GROVE, BISHOP AUCKLAND",Disposal,,20-May-19,7500
D800443,0007,"LAND ADJACENT 11 HILLMEADS, NETTLESWORTH",Disposal,,20-May-19,5900
D202529,0015,"LAND ADJOINING 6 SOUTH STREET, CROOKHALL, CONSETT",Disposal,,21-May-19,1
D303737,0003,"LAND ADJACENT 1 TYNESIDE COTTAGES, COXHOE",Disposal,,21-May-19,1900
D500443,0020,COMPOUND 4 CHILTON INDUSTRIAL ESTATE ,Disposal,,04-Jun-19,13300
ED00777,0009,"FORMER EDEN PRIMARY SCHOOL SITE, PETERLEE",Disposal,,07-Jun-19,420000
D502356,0005,"Land at Baff Street, Spennymoor",Disposal,,10-Jun-19,0
D700609,0005,1770.28MÂ² OR THEREABOUTS OF LAND AT TOW LAW INDUSTRIAL ESTATE,Disposal,,13-Jun-19,30000
D401383,0002,"LAND AT 10 ARMSTRONG AVENUE, WINGATE",Disposal,,17-Jun-19,1
D400427,0003,292MÂ² OR THEREABOUTS OF LAND ADJACENT 27 DALTON HEIGHTS SEAHAM COUNTY DURHAM,Disposal,,21-Jun-19,15825
D400944,0002,"65MÂ² OR THEREABOUTS OF LAND ADJACENT 1 DINTING CLOSE, PETERLEE",Disposal,,21-Jun-19,5510
D402466,0005,LAND ADJACENT TO 1 DINTING CLOSE PETERLEE COUNTY DURHAM,Disposal,,21-Jun-19,5510
D700049,0075,"LAND AT HOWARD CLOSE, BISHOP AUCKLAND",Disposal,,26-Jun-19,1
ED01191,0012,SHOTLEY BRIDGE VILLAGE HALL,Disposal,,27-Jun-19,74600
ED00696,0043,"0.39 ACRES OR THEREABOUTS OF LAND ADJACENT TO SEDGEFIELD CEMETERY, BUTTERWICK ROAD, SEDGEFIELD",Disposal,,06-Aug-19,2600
ED00696,0042,"0.686 ACRES OR THEREABOUTS OF LAND AT ALLOTMENTS, BUTTERWICK ROAD, SEDGEFIELD",Disposal,,06-Aug-19,0
D700746,0004,"LAND WEST OF HIGH STREET, TOW LAW",Disposal,,27-Aug-19,7500
D500791,0003,"LAND ATDJACENT 37 REDWORTH ROAD, SHILDON",Disposal,,28-Aug-19,6750
D500585,0049,"COMPOUND A, DEAN AND CHAPTER INDUSTRIAL ESTATE, FERRYHILL AMOUNTING TO 563.83MÂ² (0.139 ACRES) OR THEREABOUTS.",Disposal,,02-Sep-19,10500
HB12213,0008,"64MÂ² OR THEREABOUTS OF LAND ADJACENT 5 WITTON GROVE, FRAMWELLGATE MOOR, DURHAM",Disposal,,01-Oct-19,5440
HB12213,0007,"55MÂ² OR THEREABOUTS OF LAND ADJACENT 13 WITTON GROVE, FRAMWELLGATE MOOR, DURHAM",Disposal,,01-Oct-19,4700
D401812,0004,"LAND ADJACENT TO STATION HOUSE, THORNLEY",Disposal,,07-Oct-19,700
D800960,0006,"LAND ADJACENT TO 12 GLOUCESTER CLOSE, GREAT LUMLEY",Disposal,,15-Oct-19,7100
D700338,0003,"LAND ADJACENT TO 33 EAST GREEN, WEST AUCKLAND",Disposal,,23-Oct-19,3840
PL00036,0051,"4.36 ACRES OR THEREABOUTS OF LAND ADJACENT TO THE ACORNS PHASE 1, SPENNYMOOR",Disposal,,25-Oct-19,157410
HB12213,0009,"LAND ADJACENT 11 WITTON GROVE, FRAMWELLGATE MOOR",Disposal,,08-Nov-19,5100
D200324,0005,"0.11 ACRES LAND ADJACENT TO DERWENT WALK COTTAGE, SUMMERHILL",Disposal,,12-Nov-19,16000
D201147,0005,"201SQM LAND ADJACENT 5 SAND STREET, EAST STANLEY",Disposal,,15-Nov-19,21000
SS00114,0013,SPENNYMOOR DAY CENTRE,Disposal,,27-Nov-19,121000
D202233,0005,"LAND AT PRETORIA CLUB, MEDOMSLEY EDGE",Disposal,,02-Dec-19,20500
D401221,0016,"59 NEASHAM ROAD, SEAHAM, ",Disposal,,18-Dec-19,5000
ED00242,0013,FORMER ANNFIELD PLAIN COMMUNIY CENTRE,Disposal,,18-Dec-19,1
SH00057,0087,LAND AT BISHOP MIDDLEHAM EAST HOUSE FARM,Disposal,,19-Dec-19,883270.25
D501150,0007,LAND ADJACENT TO 6 FARFIELD MANOR,Disposal,,20-Dec-19,6000
ED00777,0011,"LAND ON THE NORTH SIDE OF ROBSON AVENUE, PETERLEE SR8 5DN",Disposal,,23-Dec-19,180000
D400038,0004,"LAND ADJACENT STATION HOUSE, THORNLEY",Disposal,,30-Jan-20,700
HB12213,0010,"LAND ADJACENT 1 WITTON GROVE, FRAMWELLGATE MOOR, DURHAM",Disposal,,18-Feb-20,11000
PL00447,0066,2008MÂ² OR THEREABOUTS  LAND ADJACENT LOW WILLINGTON IND ESTATE,Disposal,,24-Feb-20,30000
D400337,0003,"BLACKHALL PIT WHEEL SITE, BLACKHALL AMOUNTING TO 72.12MÂ² OR THEREABOUTS",Disposal,,27-Feb-20,1
D502908,0010,COMPOUND 1 CHILTON INDUSTRIAL ESTATE,Disposal,,23-Mar-20,12500
D202534,0008,"LAND ADJACENT 16 LARKSPUR CLOSE, TANFIELD LEA",Disposal,,22-Apr-20,1000
D302731,0006,"LAND ADJ TO ANDEMALI, FRONT STREET, SOUTH QUARRINGTON HILL",Disposal,,01-May-20,2880
D202753,0006,"86MÂ² LAND ADJACENT 22 GRASSHOLME CLOSE,CONSETT",Disposal,,20-May-20,5170
D201759,0041,"25 BOURNE COURT, EAST STANLEY",Disposal,,21-May-20,8100
ED01057,0018,IRESHOPEBURN WEARDALE HOUSE FIELD CENTRE,Disposal,,01-Jun-20,175000
D304045,0006,BOWBURN LAND ADJACENT 18 OAKFIELD CRESCENT,Disposal,,26-Jun-20,3300
D001057,0010,"LAND AT FORREST PARK, NEWTON AYCLIFFE, DURHAM",Disposal,,07-Jul-20,0
D800450,0005,"LAND AT 24 ARUNDAL WALK, PERKINSVILLE, CHESTER LE STREET",Disposal,,14-Jul-20,1000
D401804,0005,"0.754 HECTARES (1.8 ACRES) OR THEREABOUTS OF LAND AT FORMER NUMBERED STREETS, WHEATLEY HILL",Disposal,,16-Jul-20,80000
SS00183,0013,"SALE OF 16 HAUGHTON GREEN, DARLINGTON",Disposal,,23-Jul-20,101500
D301698,0006,TRANSFER OF NORTH END ALLOTMENTS TO DURHAM CITY PARISH COUNCIL,Disposal,,11-Aug-20,0
ED01469,0020,"1.745 ACRES OR THEREABOUTS OF LAND AT ST GODRICS RCVA/HAWTHORN HOUSE, NEWTON HALL",Disposal,,20-Aug-20,225000
ED00816,0028,GILESGATE FORMER DURHAM FREE SCHOOL,Disposal,,27-Aug-20,1323904.8
LM00091,0010,"FORMER STANLEY LIBRARY, STANLEY",Disposal,,14-Sep-20,70000
D800997,0007,"87.96MÂ² OR THEREABOUTS OF LAND ADJACENT 25 ABBOTSIDE CLOSE, OUSTON",Disposal,,18-Sep-20,7500
D302089,0002,"SALE OF 66SQ.MT OF LAND TO THE REAR OF 89-90 CLAYPATH, DURHAM",Disposal,,23-Sep-20,7295
D401825,0004,"SALE OF LAND ADJACENT 19 BERWICK CHASE, PETERLEE",Disposal,,23-Sep-20,13835
ED00145,0042,BISHOP AUCKLAND LAUREL BUILDING,Disposal,,25-Sep-20,150000
D200961,0015,"LAND ADJ REAR OF MADDISON HOUSE, DIPTON",Disposal,,13-Oct-20,4800
D403088,0006,STATION TOWN LAND ADJ FORMER COMMUNITY CENTRE,Disposal,,16-Oct-20,9500
D200065,0010,LAND AT ALLENSFORD PLAY PARK,Disposal,,22-Oct-20,145000
D500443,0027,LAND AT COMPOUND 11 CHILTON INDUSTRIAL ESTATE,Disposal,,26-Oct-20,12500
D500163,0002,"LAND AT THE COURTS, SHILDON",Disposal,,28-Oct-20,9500
ED00793,0007,USHAW MOOR ST JOSEPHS RCVA PRIMARY SCHOOL,Disposal,,28-Oct-20,0
ED01469,0022,DURHAM ST GODRICS RVCA PRIMARY SCHOOL,Disposal,,28-Oct-20,0
