Packet Number,Deed Number,Deed Name,Deed Type,Case Ref,Transaction Date,Consideration Â£
D700586,0004,LAND ADJACENT 7 NORTH BITCHBURN TERRACE,Disposal,,11-Nov-20,11450
LM00093,0008,LAND TO THE REAR OF 44 HIGH STREET TOW LAW BISHOP AUCKLAND COUNTY DURHAM,Disposal,,12-Nov-20,6500
ED01040,0007,"Land at St. Cuthbert's RC Voluntary Aided Primary School, Ropery Lane, Chester le Street, DH3 3PH ",Disposal,,25-Nov-20,0
D301878,0002,LAND TO THE REAR OF 89 TO 90 CLAYPATH ,Disposal,,26-Nov-20,7295
D304045,0005,"LAND AT 19 OAKFIELD CRESCENT, BOWBURN",Disposal,,04-Dec-20,4600
D501820,0002,"LAND ADJACENT 17 ROBSON STREET, SHILDON",Disposal,,06-Jan-21,1100
PL00465,0098,"LAND AT BRACKEN HILL BUSINESS PARK, PETERLEE",Disposal,,19-Jan-21,35000
D500887,0021,"COMPOUND 1 FURNACE INDUSTRIAL ESTATE, ",Disposal,DIS00810,01-Feb-21,8400
SH00054,0060,"SALE OF LAND ADJACENT CHAPEL COTTAGE, PELTON",Disposal,,09-Feb-21,2500
D401221,0018,"FREEHOLD REVERSION 23 NEASHAM ROAD, SEAHAM",Disposal,LENF00003,19-Feb-21,4850
D304244,0005,"LAND AT 45 COPPICE HILL, ESH WINNING",Disposal,,26-Feb-21,1800
D402677,0030,"Freehold Reversion 69 NEASHAM ROAD, SEAHAM",Disposal,LENF00001,26-Feb-21,5050
PL00121,0033,"LAND ADJACENT WOODFIELD LODGE, LANGLEY MOOR",Disposal,,08-Mar-21,30000
D700049,0111,56 58 60 AND 62 LUSBY CRESCENT BISHOP AUCKLAND ,Disposal,,04-May-21,0
ED01174,0003,LAND AT DURHAM ST CUTHBERTS RVCA PRIMARY SCHOOL,Disposal,,12-May-21,0
D502192,0002,"GARAGE SITE ON THE SOUTH WEST SIDE OF DURHAM STREET, MIDDLESTONE MOOR, SPENNYMOOR",Disposal,,18-May-21,0
D800434,0006,SACRISTON DURHAM ROAD OPEN SPACE,Disposal,,26-May-21,4500
ED00484,0006,LAND AT ST JOSEPH'S RC VOLUNTARY AIDED PRIMARY SCHOOL,Disposal,,27-May-21,0
D201758,0032,EAST STANLEY LAND ADJACENT 2 HILL TOP,Disposal,,02-Jun-21,7230
D500768,0006,SPENNYMOOR LAND AT GREEN LANE INDUSTRIAL ESTATE / LAND AT DURHAM GATE,Disposal,,21-Jul-21,40000
PL00229,0207,LAND ADJACENT TO UNIT 8 SOUTH CHURCH ENTERPRISE PARK   ,Disposal,,28-Jul-21,7000
D700801,0005,"LAND ADJACENT 5 COLLIER CLOSE, CROOK",Disposal,,02-Aug-21,2635
D700801,0004,"GARDEN LAND ADJ 2 COLLIER CLOSE, CROOK ",Disposal,,11-Aug-21,11500
D201856,0038,LAND ADJACENT TO 32 BURNSIDE ESH WINNING,Disposal,,25-Aug-21,6240
D400987,0006,LAND ADJACENT TO THE BUNGALOW TOWNSEND COURT STATION TOWN WINGATE,Disposal,,03-Sep-21,18500
D501050,0025,0.89 ACRES OR THEREABOUTS OF LAND AT FISHBURN INDUSTRIAL ESTATE,Disposal,,03-Sep-21,28399
SS00092,0014,FERYEMOUNT RESIDENTIAL CARE HOME,Disposal,,09-Sep-21,225000
AL00003,0002,"WOODMANS COTTAGE ALLOTMENTS SOUTH OF WOODMANS COTAGE, WINGATE",Disposal,,20-Sep-21,0
D402660,0002,Freehold Reversion 46 STAVORDALE TREET WEST SEAHAM COUNTY DURHAM,Disposal,LENF00005,08-Oct-21,1950
D503155,0003,TRANSFER OF LAND TO THE EAST OF 6 ST BEDE AVENUE FISHBURN,Disposal,RDIS01046,14-Oct-21,0
ED00529,0010,BROOMS OUR LADY & ST JOSEPHS RCVA PLAYING FIELD,Disposal,,21-Oct-21,0
ED01471,0005,SOUTH MOOR ST MARYS RCVA PLAYING FIELD,Disposal,,28-Oct-21,0
D301206,0008,"NORTH ROAD TOILETS, DURHAM CITY",Disposal,,05-Nov-21,66000
D801303,0003,"LAND ADJACENT 5 BATTLE GREEN, PELTON",Disposal,,05-Nov-21,500
D200397,0018,"LAND AT WATLING WOOD, LEADGATE",Disposal,,18-Nov-21,5850
D300203,0005,"Holly Park, Ushaw Moor",Disposal,,23-Nov-21,33000
D402677,0032,"LAND ADJACENT TO 20 WOODLANDS, SEAHAM",Disposal,DIS01003,07-Jan-22,1000
D700824,0005,"DECLARE SURPLUS AND SALE OF LAND ADJACENT TO 57 LINBURN DRIVE, BISHOP AUCKLAND",Disposal,,07-Jan-22,2600
D801302,0042,"77.8 sqm of land at Bullion Lane, Chester le Street",Disposal,,09-Jan-22,4000
D700738,0008,"CROFT STREET DEPOT 15 CROFT STREET, CROOK",Disposal,,12-Jan-22,89000
ED00145,0047,"LAND AT THE LAUREL BUILDING, SOUTH CHURCH ROAD, BISHOP AUCKLAND, DL14 7JU",Disposal,,02-Feb-22,0
D300220,0014,Land at The Oaks Esh Winning,Disposal,,18-Feb-22,100000
D400925,0003,"34.48M LAND ADJACENT TO 1 COTSWOLD PLACE, PETERLEE",Disposal,GDIS01022,18-Feb-22,3500
D200397,0022,"LAND AT WATLING WOOD, LEADGATE, CONSETT DH9 0EX",Disposal,,04-Mar-22,2200
D202534,0011,"LAND ADJACENT THIMBLE COTTAGE, TANFIELD LEA",Disposal,,07-Mar-22,1540
D300026,0074,"LAND AT HOLBORN CLOSE, ESH WINNING",Disposal,,08-Mar-22,8300
D402466,0008,"34.48M LAND ADJACENT 1 COTSWOLD PLACE, PETERLEE",Disposal,,10-Mar-22,3500
PL00125,0133,"LAND WEST OF ALICIA HOUSE, CAUSEY WAY, KIP HILL, STANLEY",Disposal,,10-Mar-22,1
PL00125,0134,"LAND WEST OF LYNDHURST HOUSE, CAUSEY WAY, KIP HILL, STANLEY",Disposal,,10-Mar-22,1
D800350,0004,"LAND ADJACENT 25 NEWTOWN VILLAS, SACRISTON",Disposal,,11-Mar-22,12200
D700796,0004,"LAND ADJACENT 1 WEAR TERRACE, BISHOP AUCKLAND",Disposal,,14-Mar-22,3150
D501050,0026,0.754 ACRES OR THEREABOUTS OF LAND AT FISHBURN INDUSTRIAL ESTATE,Disposal,,16-Mar-22,32549
D300178,0023,"SURPLUS DECLARATION AND DISPOSAL OF LAND ADJACENT TO 31 RIDDING ROAD, ESH WINNING",Disposal,,17-Mar-22,1
D700840,0003,"LAND ADJACENT TO 50 HAMBLETON ROAD, COUNDON",Disposal,,28-Mar-22,3120
ED00567,0012,LAND AT FORMER HARELAW SCHOOL SITE,Disposal,,31-Mar-22,380000
SS00101,0010,THE FORGE (PREVIOUSLY KNOWN AS HAWTHORN HOUSE) PITY ME,Disposal,PDIS00418,31-Mar-22,161658
ED00567,0014,"LAND AT LOW COPELAND FARM, AYCLIFFE",Disposal,,01-Apr-22,10000
D304131,0008,"LAND AT RUTTER STREET, LANGLEY MOOR",Disposal,,05-Apr-22,26000
ED00061,0007,LANCHESTER ALL SAINTS RVCA PLAYING FIELD,Disposal,,26-Apr-22,0
ED00470,0013,LAND AT ST CUTHBERTS RC PRIMARY SCHOOL,Disposal,,26-Apr-22,1
ED00604,0005,PLAYING FIELD LAND ST MARYÂ¿S RC PRIMARY NEWTON AYCLIFFE ,Disposal,,26-Apr-22,0
D801328,0014,LAND SOUTH OF 84 PELAW CRESCENT SOUTH PELAW,Disposal,,28-Apr-22,2225
D201258,0006,"LAND AT AGNES STREET, STANLEY",Disposal,,29-Apr-22,100000
RD00043,0019,"884.6 SQM OF LAND ADJACENT UNIT 3 WESTLINE INDUSTRIAL ESTATE, OUSTON, CHESTER LE STREET",Disposal,,04-May-22,15000
D400783,0006,LAND ADJACENT TO HORDEN MEDICAL CENTRE,Disposal,,06-May-22,5000
D300233,0004,17 Blair Court Langley Moor,Disposal,,10-May-22,98000
PL00042,0062,"LAND TO THE WEST OF TEMPERANCE TERRACE, CROOK",Disposal,,10-May-22,10000
D200392,0003,"00.01 SQM LAND ADJACENT TO 53 NORTH MAGDALENE, MEDOMSLEY",Disposal,,13-May-22,6500
D500887,0044,"Compounds 3 & 4 Furnace Industrial Estate, Shildon",Disposal,,13-May-22,28000
ED00017,0035,CROOK CROFT STREET OFFICES AND ADDITIONAL LAND (RECCOMMENDATION OF OFFERS AND ACCEPTANCE OF DISPOSAL TERMS),Disposal,,10-Jun-22,100000
PL00465,0099,"2.54 ACRES OF LAND AT BRACKEN HILL BUSINESS PARK, PETERLEE, SURRENDER OF EXISTING GROUND LEASE AND DISPOSAL",Disposal,,15-Jun-22,35000
D800997,0012,"LAND ADJACENT 27 BRADLEY CLOSE, OUSTON",Disposal,,16-Jun-22,2800
D202022,0031,"LAND AT 82 OAKWELL COURT, HAMSTERLEY COLLIERY",Disposal,,30-Jun-22,8715
D202022,0032,"LAND AT 83 OAKWELL COURT, HAMSTERLEY COLLIERY",Disposal,,30-Jun-22,7000
D202022,0030,"LAND AT 81 OAKWELL COURT, HAMSTERLEY COLLIERY",Disposal,,30-Jun-22,7945
D200319,0006,"LAND ADJACENT 25 FELLTOP, BLACKHILL",Disposal,GDIS01060,06-Jul-22,2300
D501134,0049,"LAND ADJACENT 26 HAIG STREET, FERRYHILL",Disposal,,06-Jul-22,900
D403539,0016,"LAND ADJACENT TO STRATFORD HOUSE, WINGATE",Disposal,,13-Jul-22,4000
D401702,0005,"LAND AT FRONT STREET, HASWELL PLOUGH",Disposal,,21-Jul-22,17500
HB07168,0005,"LAND AT SAWMILL COTTAGE OPEN SPACE, DIPTON",Disposal,GDIS01053,25-Jul-22,300
D201513,0035,"LAND AT DENESIDE, LANCHESTER",Disposal,,27-Jul-22,5000
D801306,0007,"SURPLUS DECLARATION AND DISPOSAL OF LAND ADJACENT TO 77 PELAW CRESCENT, CHESTER LE STREET",Disposal,,09-Aug-22,4445
SS00226,0010,"AUCKLAND GATE CENTRE, TINDALE CRESCENT, BISHOP AUCKLAND DL14 9SY",Disposal,,11-Aug-22,80000
SS00226,0014,"MINES & MINERALS, AUCKLAND GATE CENTRE, DERE AVENUE, BISHOP AUCKLAND DL14 9SY",Disposal,,11-Aug-22,8000
D402659,0002,"Freehold Reversion 45 STAVORDALE STREET WEST, SEAHAM",Disposal,LENF00010,12-Aug-22,1950
D400797,0003,"LAND AT 17 HELFORD ROAD, PETERLEE",Disposal,,01-Sep-22,1
D402661,0002,"Freehold Reversion AT 47 STAVORDALE ROAD WEST, SEAHAM",Disposal,LENF00009,08-Sep-22,1950
D401335,0005,"LAND ADJACENT 99 COTSFORD PARK ESTATE, HORDEN",Disposal,RDIS01124,16-Sep-22,1
ED01102,0012,PLOT 3 TRINITY MEWS WITTON GILBERT ,Disposal,,14-Oct-22,190000
D200289,0012,"LAND ADJACENT 3 RUSSELL CLOSE, CONSETT",Disposal,,20-Oct-22,3500
LG00008,0012,HEADQUARTERS BUILDING AT THE SANDS DURHAM ,Disposal,,31-Oct-22,70000000
D800264,0005,"LAND ADJACENT 2 ALWYN CLOSE, BOURNMOOR",Disposal,,03-Nov-22,1600
D800252,0022,"LAND ADJACENT 29 COURTNEY DRIVE, PERKINSVILLE, DH2 1JB",Disposal,,08-Nov-22,5000
D200660,0003,"LAND ADJACENT TO 24 BROWNING CLOSE, STANLEY, DH9 6UE",Disposal,,09-Nov-22,1
D202022,0037,"LAND AT 80 OAKWELL DRIVE, HAMSTERLEY COLLIERY",Disposal,GDIS00652,11-Nov-22,5565
D202022,0036,"LAND AT 79 OAKWELL COURT, HAMSTERLEY COLLIERY",Disposal,,11-Nov-22,5775
ED01102,0017,"DISPOSAL OF PLOT 9, TRINITY MEWS, DURHAM, DH1 5GG",Disposal,,16-Nov-22,230000
D600065,0006,"LAND ADJACENT 23 ACADEMY GARDENS, GAINFORD, COUNTY DURHAM, DL2 3EN",Disposal,,24-Nov-22,2250
PL00465,0106,"APOLLO HOUSE AND SURROUNDING LAND, BIRCHWOOD DRIVE, BRACKENHILL BUSINESS PARK, PETERLEE",Disposal,,02-Dec-22,17000
ED01102,0013,835.8 M2 OF LAND PLOT 6 TRINITY MEWS WITTON GILBERT DURHAM COUNTY DURHAM,Disposal,,15-Dec-22,220100
ED01102,0016,"DISPOSAL OF PLOT 5, TRINITY MEWS, DURHAM, DH1 5GG",Disposal,,19-Dec-22,250000
PL00502,0051,FORMER COMMUNITY CENTRE UNIT 9 STAINTON GROVE,Disposal,,04-Jan-23,111850
D300134,0001,LANGLEY MOOR BLACK ROAD OPEN SPACE,Disposal,,11-Jan-23,500
D401335,0004,"LAND ADJACENT TO 81 COTSFORD PARK ESTATE, HORDEN, PETERLEE, COUNTY DURHAM, SR8 4TA",Disposal,RDIS01115,27-Jan-23,1
D700154,0009,"LAND ADJACENT 34 ASH DRIVE, WILLINGTON, CROOK, COUNTY DURHAM",Disposal,RDIS01080,03-Feb-23,1
ED00017,0037,"LAND ADJACENT 1 NEW ROAD, CROOK, COUNTY DURHAM, DL15 8QE",Disposal,GDIS01098,24-Feb-23,23750
ED01102,0018,"Disposal of Trinity Mews, Plot 9",Disposal,PDIS01135,03-Mar-23,220000
ED01102,0019,Trinity Mews Plot 8,Disposal,PDIS01134,06-Mar-23,180000
D800350,0005,Land at 27 Newton Villas Sacriston,Disposal,GDIS01150,08-Mar-23,660
D303796,0015,"FORMER CHANGING ROOM FACILITIES BELMONT RECREATION GROUND, SUNDERLAND ROAD, GILESGATE",Disposal,RDIS00987,13-Mar-23,1
D401638,0005,"Land at Sea View Walk, Murton, Seaham",Disposal,RDIS00957,20-Mar-23,65000
D700065,0014,"STANHOPE TOWN HALL, FRONT STREET, STANHOPE, COUNTY DURHAM, DL13 2NQ",Disposal,,28-Mar-23,120000
ED01425,0006,"Easington C of E Primary School, Easington Village, ",Disposal,,28-Mar-23,0
PL00175,0050,"Land to the rear of 18 Park View, Oakenshaw",Disposal,GDIS01149,31-Mar-23,1
PL00175,0054,"Land at the rear of 17 Park View, Oakenshaw",Disposal,,11-Apr-23,1
PL00175,0055,"Land at the rear of 23 Park View, Oakenshaw",Disposal,GDIS01149,11-Apr-23,1
BW00008,0005,Harelaw Site of Former Harelaw Building Depot,Disposal,RDIS00695,20-Apr-23,111250
PL00325,0008,"LAND AT BROOM LANE, BROOMPARK, COUNTY DURHAM",Disposal,,20-Apr-23,3000
PL00175,0053,"Land at the rear of 15 Park View, Oakenshaw",Disposal,GDIS01149,02-May-23,1
PL00175,0051,"Land at the rear of 6 Park View, Oakenshaw",Disposal,GDIS01149,02-May-23,1
D700297,0005,"Land adj The Travelleres Rest, Crook",Disposal,RDIS00954,09-May-23,20000
PL00175,0052,"Land at the rear of 13 Park View, Oakenshaw",Disposal,GDIS01149,11-May-23,1
SS00101,0011,Disposal of Land adjacent 14 Potterhouse Terrace Pity Me,Disposal,GDIS00981,30-Jun-23,7800
PL00175,0056,"Land at the rear of 20 Park View, Oakenshaw",Disposal,GDIS01149,20-Jul-23,1
D801216,0045,"Land adjacent 15 Plunkett Terrace, Pelton Fell, Chester le Stree",Disposal,GDIS01146,31-Jul-23,3500
D302650,0004,"LAND AT CENOTAPH, FRAMWELLGATE MOOR",Disposal,RDIS00794,17-Aug-23,1
D201298,0005,"Disposal - Land south east of 16 Garden Terrace, The Middles, Craghead, Stanley, County Durham, DH9 6DH",Disposal,RDIS00906,22-Aug-23,3500
LG00046,0009,"Land to the West of Tyne Road East, Stanley",Disposal,PDIS00082,25-Aug-23,900000
D302537,0011,"Land adjacent 3 Front Street, Sherburn",Disposal,,07-Sep-23,2500
PL00229,0211,"Land at Henson Close, South Church Enterprise Park, Bishop Auckland",Disposal,PDIS00699,08-Sep-23,84500
PL00175,0057,"Land at the Rear of 16 Park View, Oakenshaw",Disposal,GDIS01149,25-Sep-23,1
D201760,0010,"Land adjacent 39 Garesfield Gardens, Burnopfield, County Durham, NE16 6LD",Disposal,GDIS00995,27-Sep-23,1500
D402152,0019,"Land at South Hetton North of Front Street Open Space at Windsor Drive, South Hetton, County Durham ",Disposal,RDIS8037,03-Oct-23,55000
D201448,0020,"LAND ADJACENT TO 16A CONISCLIFFE ROAD, OXHILL, STANLEY, COUNTY DURHAM",Disposal,RDIS01091,10-Oct-23,15000
ED01102,0020,"Disposal of Plot 2, Trinity Mews, Witton Gilbert, County Durham, DH1 5GG",Disposal,PDIS00945,18-Oct-23,240000
D801127,0004,"Land to the rear of Red Lion, Chester le Street",Disposal,RDIS00934,24-Oct-23,42500
SH00057,0207,"Land at Sedgefield, County Durham",Disposal,,27-Oct-23,287000
PL00229,0212,"Disposal of Land at Hutton Close Business Park, South Church Industrial Estate, Bishop Auckland, County Durham, DL14 6XG",Disposal,RDIS01149,30-Oct-23,11500
D400010,0009,"Land at George Street, Seaham",Disposal,RDIS00965,08-Dec-23,1200
D200119,0014,"Surplus Declaration and Disposal of Land Adjacent 12 Denesyde, Medomsley, Consett, County Durham",Disposal,GDIS01118,15-Dec-23,10500
D202388,0031,"Project Genesis, Consett",Disposal,RDIS01165,15-Dec-23,0
ED00843,0035,"Former Roseberry College and Sixth Form Centre, Newfield, Pelton, Chester le Street",Disposal,PDIS00136,20-Dec-23,240000
ED01102,0015,"DISPOSAL OF PLOT 7 TRINITY MEWS, DURHAM, DH1 5GG",Disposal,PDIS01133,20-Dec-23,220000
D001057,0015,"Land at Forrest Park, Newton Aycliffe",Disposal,RDIS01153,21-Dec-23,1
PL00511,0001,"3 Leazes Lane, Wolsingham, Bishop Auckland, ",Disposal,PDIS00317,21-Dec-23,340000
D201502,0016,"SURPLUS DECLARATION AND DISPOSAL OF LAND ADJACENT 22 GARDEN AVENUE, LANGLEY PARK, COUNTY DURHAM",Disposal,GDIS01008,10-Jan-24,4150
D800335,0008,"4 Coniston Drive, Sacriston",Disposal,RDIS9040,19-Jan-24,1
D300134,0003,"Land Adjacent 15 Black Road, Langley Moor,",Disposal,GDIS01145,01-Mar-24,13195
D400023,0004,"LAND EAST OF BIFOLD HOUSE COLD HESLEDON INDUSTRIAL ESTATE, SEAHAM",Disposal,RDIS00962,28-Mar-24,15000
D503555,0008,"Land adjacent 2 Lightfoot Road, Newton Aycliffe",Disposal,RDIS8228,02-May-24,1
SH00054,0066,"Land at 1 Battle Green, Pelton Fell",Disposal,GDIS01038 GDIS01070,02-May-24,11250
D801329,0025,"Land Adjacent 18 Wynyard, Chester le Stree",Disposal,GDIS8390,09-May-24,2500
D400193,0002,"Land to the east of Dalton House, Elliot Street, Thornley",Disposal,RDIS01154,06-Jun-24,25000
D500807,0010,"Land at 22 Birchmere, Spennymoor",Disposal,GDIS8072,06-Jun-24,1800
D800970,0005,"Land adjacent 15 Middleham Close, Urpeth Grange, Ouston DH2 1TA",Disposal,GDIS00680,14-Jun-24,2500
LG00020,0010,GREAT LUMLEY COMMUNITY CENTRE,Disposal,PRM00795,18-Jul-24,1
OP00014,0003,"Land at Burdon Crescent, Wingate, County Durham",Disposal,RDIS8802,07-Aug-24,10000
D401221,0026,"Freehold Reversion 54 Neasham Road, Seaham Sale of Freehold Reversion",Disposal,LENF00004,28-Aug-24,5050
PL00447,0082,"LAND AT LOW WILLINGTON INDUSTRIAL ESTATE, WILLINGTON, CROOK, COUNTY DURHAM",Disposal,RDIS01148,29-Aug-24,50000
D401221,0028,"Freehold Reversion 26 Neasham Road, Seaham, County Durham",Disposal,LENF00013,02-Oct-24,5680
D700427,0015,"Land adjacent 45 High Street, Willington, County Durham",Disposal,RDIS01096,04-Oct-24,55000
D300743,0005,"Land at 117 High Street, Langley Moor, County Durham",Disposal,RDIS00928,14-Oct-24,50000
D402440,0005,"Adopted Highway at Bevan Square, Murton, Seaham, County Durham",Disposal,RDIS9609,04-Nov-24,5200
D201858,0006,"Land at Pretoria Working Mens Club, Medomsley",Disposal,RDIS10153,07-Nov-24,1
D202660,0007,"Disposal of Leadgate Bradley Bungalows Allotment, Consett",Disposal,PDIS01109,02-Dec-24,7000
D200122,0038,"97 Dorset Crescent, Moorside, Consett",Disposal,RDIS9503,06-Dec-24,1
SH00040,0028,"Part Holding 1 Frankland Park Farm, Durham",Disposal,PDIS00850,06-Jan-25,350000
D800060,0009,"Ouston Community Centre, Iris Crescent, Ouston, Chester le Street",Disposal,RDIS01113,15-Jan-25,1
D202676,0014,"LAND ADJACENT FREICK'S BUILDINGS, DIPTON, STANLEY, COUNTY DURHAM ",Disposal,RDIS00951,27-Jan-25,17000
D401221,0029,"Freehold Reversion 52 Neasham Road, Seaham",Disposal,LENF00014,10-Feb-25,5300
D201454,0028,"Land adjacent 76 Sunningdale, Delves Lane, Consett, County Durham",Disposal,GDIS9019,13-Feb-25,6000
PL00390,0036,"Land at the north side of Tower Road, Annfield Plain, ",Disposal,RDIS10590,14-Feb-25,15000
ED01102,0023,"Plot 1 Trinity Mews, Durham",Disposal,PDIS00397,28-Feb-25,240000
SS00310,0003,"Hillandale, Bowes, Barnard Castle, County Durham DL12 9LG",Disposal,,28-Mar-25,126000
ED01102,0024,"Plot 4 Trinity Mews, Durham",Disposal,PDIS01130,31-Mar-25,192500
CC00025,0090,"Land at Waldridge Fell Country Park, Waldridge Chester le Street",Disposal,RDIS8900,15-May-25,1
D400859,0004,"Argus Butterfly Public House Ground Lease, Peterlee, County Durham",Disposal,RDIS01105,15-May-25,63750
D500807,0013,"Land adjacent 2 Windermere, Spennymoor, County Durham",Disposal,GDIS9299,16-Jun-25,1350
ED01113,0008,"Land at Sugar Hill Primary School, Newton Aycliffe, County Durham",Disposal,RDIS10708,16-Jun-25,1
D800942,0008,"Land adjacent 2 Thropton Close, Chester le Street",Disposal,GDIS9212,03-Jul-25,650
D001057,0019,"Phase One, Freehold Mines and Minerals Forrest Park Development, Newton Aycliffe, County Durham",Disposal,RDIS11198,04-Jul-25,0
ED00256,0009,"Bowburn Infant & Nursery School, Bowburn",Disposal,PDIS00623,04-Jul-25,750000
ED00283,0010,"Former Bluebell Meadow Infant School, Trimdon Grange, County Durham",Disposal,PDIS00878,04-Jul-25,625000
D303963,0010,"Land adjacent the Kingslodge Inn, Durham",Disposal,RDIS9916,22-Jul-25,5000
PL00465,0112,"Land to the North and West of Apollo House, Brackenhill Business Park, Peterlee",Disposal,RDIS00884,25-Jul-25,250000
D304806,0007,"Land adjacent to 3 Yorkshire Drive, Belmont",Disposal,GDIS10846,14-Aug-25,2650
D401221,0031,"Freehold Reversion 45 Neasham Road, Seaham, County Durham",Disposal,LENF10571,10-Sep-25,5418
D402158,0002,"Land adj 1 Glencot Grove, Hawthorn, Seaham, County Durham",Disposal,DV11445,06-Nov-25,1
D501182,0004,"Land adjacent 21 Russell Court, Newton Aycliffe",Disposal,GDIS01068,19-Nov-25,1000
SH00054,0073,"Land to the rear of 1 Battle Green, Pelton Fell, Chester le Street",Disposal,GDIS01038,02-Dec-25,2000
ED00820,0005,"Our Lady Star of the Sea RCVA Primary School, Horden, Peterlee, County Durham",Disposal,ACAD11470,12-Dec-25,0
PL00215,0078,"Land adjacent 1 Greenland Mews, Pelton Fell, Chester le Street, County Durham",Disposal,GDIS11492,18-Dec-25,3500
